"priority","unit","image_name","asset_path","finding"
"replace","movement-verbs","snorkel.avif","/word-images/movement-verbs/snorkel.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","dance.avif","/word-images/movement-verbs/dance.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","spin.avif","/word-images/movement-verbs/spin.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","twirl.avif","/word-images/movement-verbs/twirl.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","slide.avif","/word-images/movement-verbs/slide.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","roll.avif","/word-images/movement-verbs/roll.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","tumble.avif","/word-images/movement-verbs/tumble.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","swing.avif","/word-images/movement-verbs/swing.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","somersault.avif","/word-images/movement-verbs/somersault.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","cartwheel.avif","/word-images/movement-verbs/cartwheel.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","pirouette.avif","/word-images/movement-verbs/pirouette.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","stand.avif","/word-images/movement-verbs/stand.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","sit.avif","/word-images/movement-verbs/sit.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","lie-down.avif","/word-images/movement-verbs/lie-down.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","kneel.avif","/word-images/movement-verbs/kneel.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","crouch.avif","/word-images/movement-verbs/crouch.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","bend.avif","/word-images/movement-verbs/bend.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","stretch.avif","/word-images/movement-verbs/stretch.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","lean.avif","/word-images/movement-verbs/lean.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","squat.avif","/word-images/movement-verbs/squat.avif","cartoon or illustration; not photorealistic"
"replace","movement-verbs","balance.avif","/word-images/movement-verbs/balance.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","one.avif","/word-images/numbers-counting/one.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","two.avif","/word-images/numbers-counting/two.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","three.avif","/word-images/numbers-counting/three.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","four.avif","/word-images/numbers-counting/four.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","five.avif","/word-images/numbers-counting/five.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","six.avif","/word-images/numbers-counting/six.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","seven.avif","/word-images/numbers-counting/seven.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","eight.avif","/word-images/numbers-counting/eight.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","nine.avif","/word-images/numbers-counting/nine.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","ten.avif","/word-images/numbers-counting/ten.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","eleven.avif","/word-images/numbers-counting/eleven.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","twelve.avif","/word-images/numbers-counting/twelve.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","thirteen.avif","/word-images/numbers-counting/thirteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","fourteen.avif","/word-images/numbers-counting/fourteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","fifteen.avif","/word-images/numbers-counting/fifteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","sixteen.avif","/word-images/numbers-counting/sixteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","seventeen.avif","/word-images/numbers-counting/seventeen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","eighteen.avif","/word-images/numbers-counting/eighteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","nineteen.avif","/word-images/numbers-counting/nineteen.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","twenty.avif","/word-images/numbers-counting/twenty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","thirty.avif","/word-images/numbers-counting/thirty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","forty.avif","/word-images/numbers-counting/forty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","fifty.avif","/word-images/numbers-counting/fifty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","sixty.avif","/word-images/numbers-counting/sixty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","seventy.avif","/word-images/numbers-counting/seventy.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","eighty.avif","/word-images/numbers-counting/eighty.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","ninety.avif","/word-images/numbers-counting/ninety.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","hundred.avif","/word-images/numbers-counting/hundred.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","thousand.avif","/word-images/numbers-counting/thousand.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","million.avif","/word-images/numbers-counting/million.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","first.avif","/word-images/numbers-counting/first.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","second.avif","/word-images/numbers-counting/second.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","third.avif","/word-images/numbers-counting/third.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","fourth.avif","/word-images/numbers-counting/fourth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","fifth.avif","/word-images/numbers-counting/fifth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","sixth.avif","/word-images/numbers-counting/sixth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","seventh.avif","/word-images/numbers-counting/seventh.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","eighth.avif","/word-images/numbers-counting/eighth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","ninth.avif","/word-images/numbers-counting/ninth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","tenth.avif","/word-images/numbers-counting/tenth.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","addition.avif","/word-images/numbers-counting/addition.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","subtraction.avif","/word-images/numbers-counting/subtraction.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","multiplication.avif","/word-images/numbers-counting/multiplication.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","division.avif","/word-images/numbers-counting/division.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","equals.avif","/word-images/numbers-counting/equals.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","plus.avif","/word-images/numbers-counting/plus.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","minus.avif","/word-images/numbers-counting/minus.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","times.avif","/word-images/numbers-counting/times.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","divided-by.avif","/word-images/numbers-counting/divided-by.avif","cartoon or illustration; not photorealistic"
"replace","numbers-counting","percentage.avif","/word-images/numbers-counting/percentage.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","kind.avif","/word-images/personality-character/kind.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","generous.avif","/word-images/personality-character/generous.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","honest.avif","/word-images/personality-character/honest.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","brave.avif","/word-images/personality-character/brave.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","patient.avif","/word-images/personality-character/patient.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","loyal.avif","/word-images/personality-character/loyal.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","humble.avif","/word-images/personality-character/humble.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","cheerful.avif","/word-images/personality-character/cheerful.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","reliable.avif","/word-images/personality-character/reliable.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","compassionate.avif","/word-images/personality-character/compassionate.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","stubborn.avif","/word-images/personality-character/stubborn.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","impatient.avif","/word-images/personality-character/impatient.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","shy.avif","/word-images/personality-character/shy.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","moody.avif","/word-images/personality-character/moody.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","selfish.avif","/word-images/personality-character/selfish.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","lazy.avif","/word-images/personality-character/lazy.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","reckless.avif","/word-images/personality-character/reckless.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","jealous.avif","/word-images/personality-character/jealous.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","arrogant.avif","/word-images/personality-character/arrogant.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","pessimistic.avif","/word-images/personality-character/pessimistic.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","friendly.avif","/word-images/personality-character/friendly.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","outgoing.avif","/word-images/personality-character/outgoing.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","introverted.avif","/word-images/personality-character/introverted.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","extroverted.avif","/word-images/personality-character/extroverted.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","talkative.avif","/word-images/personality-character/talkative.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","quiet.avif","/word-images/personality-character/quiet.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","charismatic.avif","/word-images/personality-character/charismatic.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","charming.avif","/word-images/personality-character/charming.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","sociable.avif","/word-images/personality-character/sociable.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","reserved.avif","/word-images/personality-character/reserved.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","hardworking.avif","/word-images/personality-character/hardworking.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","creative.avif","/word-images/personality-character/creative.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","organized.avif","/word-images/personality-character/organized.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","ambitious.avif","/word-images/personality-character/ambitious.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","punctual.avif","/word-images/personality-character/punctual.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","determined.avif","/word-images/personality-character/determined.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","dedicated.avif","/word-images/personality-character/dedicated.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","innovative.avif","/word-images/personality-character/innovative.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","focused.avif","/word-images/personality-character/focused.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","resourceful.avif","/word-images/personality-character/resourceful.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","sensitive.avif","/word-images/personality-character/sensitive.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","empathetic.avif","/word-images/personality-character/empathetic.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","calm.avif","/word-images/personality-character/calm.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","anxious.avif","/word-images/personality-character/anxious.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","optimistic.avif","/word-images/personality-character/optimistic.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","confident.avif","/word-images/personality-character/confident.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","insecure.avif","/word-images/personality-character/insecure.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","passionate.avif","/word-images/personality-character/passionate.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","thoughtful.avif","/word-images/personality-character/thoughtful.avif","cartoon or illustration; not photorealistic"
"replace","personality-character","dramatic.avif","/word-images/personality-character/dramatic.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","in.avif","/word-images/prepositions-of-place/in.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","on.avif","/word-images/prepositions-of-place/on.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","under.avif","/word-images/prepositions-of-place/under.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","behind.avif","/word-images/prepositions-of-place/behind.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","in-front-of.avif","/word-images/prepositions-of-place/in-front-of.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","next-to.avif","/word-images/prepositions-of-place/next-to.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","between.avif","/word-images/prepositions-of-place/between.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","above.avif","/word-images/prepositions-of-place/above.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","below.avif","/word-images/prepositions-of-place/below.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","inside.avif","/word-images/prepositions-of-place/inside.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","outside.avif","/word-images/prepositions-of-place/outside.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","beside.avif","/word-images/prepositions-of-place/beside.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","near.avif","/word-images/prepositions-of-place/near.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","far.avif","/word-images/prepositions-of-place/far.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","opposite.avif","/word-images/prepositions-of-place/opposite.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","against.avif","/word-images/prepositions-of-place/against.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","around.avif","/word-images/prepositions-of-place/around.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","among.avif","/word-images/prepositions-of-place/among.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","within.avif","/word-images/prepositions-of-place/within.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","beyond.avif","/word-images/prepositions-of-place/beyond.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","into.avif","/word-images/prepositions-of-place/into.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","out-of.avif","/word-images/prepositions-of-place/out-of.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","onto.avif","/word-images/prepositions-of-place/onto.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","off.avif","/word-images/prepositions-of-place/off.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","through.avif","/word-images/prepositions-of-place/through.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","across.avif","/word-images/prepositions-of-place/across.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","along.avif","/word-images/prepositions-of-place/along.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","over.avif","/word-images/prepositions-of-place/over.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","past.avif","/word-images/prepositions-of-place/past.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","toward.avif","/word-images/prepositions-of-place/toward.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","top.avif","/word-images/prepositions-of-place/top.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","bottom.avif","/word-images/prepositions-of-place/bottom.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","left.avif","/word-images/prepositions-of-place/left.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","right.avif","/word-images/prepositions-of-place/right.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","center.avif","/word-images/prepositions-of-place/center.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","middle.avif","/word-images/prepositions-of-place/middle.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","corner.avif","/word-images/prepositions-of-place/corner.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","edge.avif","/word-images/prepositions-of-place/edge.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","side.avif","/word-images/prepositions-of-place/side.avif","cartoon or illustration; not photorealistic"
"replace","prepositions-of-place","end.avif","/word-images/prepositions-of-place/end.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","hello.avif","/word-images/social-situations/hello.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","goodbye.avif","/word-images/social-situations/goodbye.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","nice-to-meet-you.avif","/word-images/social-situations/nice-to-meet-you.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","how-are-you.avif","/word-images/social-situations/how-are-you.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","see-you-later.avif","/word-images/social-situations/see-you-later.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","good-morning.avif","/word-images/social-situations/good-morning.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","good-night.avif","/word-images/social-situations/good-night.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","welcome.avif","/word-images/social-situations/welcome.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","take-care.avif","/word-images/social-situations/take-care.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","cheers.avif","/word-images/social-situations/cheers.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","please.avif","/word-images/social-situations/please.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","thank-you.avif","/word-images/social-situations/thank-you.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","you-re-welcome.avif","/word-images/social-situations/you-re-welcome.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","excuse-me.avif","/word-images/social-situations/excuse-me.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","sorry.avif","/word-images/social-situations/sorry.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","pardon.avif","/word-images/social-situations/pardon.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","after-you.avif","/word-images/social-situations/after-you.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","no-problem.avif","/word-images/social-situations/no-problem.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","my-pleasure.avif","/word-images/social-situations/my-pleasure.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","bless-you.avif","/word-images/social-situations/bless-you.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","apology.avif","/word-images/social-situations/apology.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","forgiveness.avif","/word-images/social-situations/forgiveness.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","compromise.avif","/word-images/social-situations/compromise.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","mediation.avif","/word-images/social-situations/mediation.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","negotiation.avif","/word-images/social-situations/negotiation.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","understanding.avif","/word-images/social-situations/understanding.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","empathy.avif","/word-images/social-situations/empathy.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","resolution.avif","/word-images/social-situations/resolution.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","peace.avif","/word-images/social-situations/peace.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","reconciliation.avif","/word-images/social-situations/reconciliation.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","listening.avif","/word-images/social-situations/listening.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","sharing.avif","/word-images/social-situations/sharing.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","taking-turns.avif","/word-images/social-situations/taking-turns.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","cooperation.avif","/word-images/social-situations/cooperation.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","respect.avif","/word-images/social-situations/respect.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","honesty.avif","/word-images/social-situations/honesty.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","kindness.avif","/word-images/social-situations/kindness.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","patience.avif","/word-images/social-situations/patience.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","tolerance.avif","/word-images/social-situations/tolerance.avif","cartoon or illustration; not photorealistic"
"replace","social-situations","encouragement.avif","/word-images/social-situations/encouragement.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","big.avif","/word-images/spatial-relations/big.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","small.avif","/word-images/spatial-relations/small.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","large.avif","/word-images/spatial-relations/large.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","tiny.avif","/word-images/spatial-relations/tiny.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","huge.avif","/word-images/spatial-relations/huge.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","enormous.avif","/word-images/spatial-relations/enormous.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","miniature.avif","/word-images/spatial-relations/miniature.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","medium.avif","/word-images/spatial-relations/medium.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","wide.avif","/word-images/spatial-relations/wide.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","narrow.avif","/word-images/spatial-relations/narrow.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","close.avif","/word-images/spatial-relations/close.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","far-away.avif","/word-images/spatial-relations/far-away.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","adjacent.avif","/word-images/spatial-relations/adjacent.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","distant.avif","/word-images/spatial-relations/distant.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","nearby.avif","/word-images/spatial-relations/nearby.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","remote.avif","/word-images/spatial-relations/remote.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","proximate.avif","/word-images/spatial-relations/proximate.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","within-reach.avif","/word-images/spatial-relations/within-reach.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","out-of-reach.avif","/word-images/spatial-relations/out-of-reach.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","arm-s-length.avif","/word-images/spatial-relations/arm-s-length.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","high.avif","/word-images/spatial-relations/high.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","low.avif","/word-images/spatial-relations/low.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","tall.avif","/word-images/spatial-relations/tall.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","short.avif","/word-images/spatial-relations/short.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","deep.avif","/word-images/spatial-relations/deep.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","shallow.avif","/word-images/spatial-relations/shallow.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","elevated.avif","/word-images/spatial-relations/elevated.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","sunken.avif","/word-images/spatial-relations/sunken.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","level.avif","/word-images/spatial-relations/level.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","flat.avif","/word-images/spatial-relations/flat.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","horizontal.avif","/word-images/spatial-relations/horizontal.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","vertical.avif","/word-images/spatial-relations/vertical.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","diagonal.avif","/word-images/spatial-relations/diagonal.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","parallel.avif","/word-images/spatial-relations/parallel.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","perpendicular.avif","/word-images/spatial-relations/perpendicular.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","aligned.avif","/word-images/spatial-relations/aligned.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","scattered.avif","/word-images/spatial-relations/scattered.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","clustered.avif","/word-images/spatial-relations/clustered.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","stacked.avif","/word-images/spatial-relations/stacked.avif","cartoon or illustration; not photorealistic"
"replace","spatial-relations","layered.avif","/word-images/spatial-relations/layered.avif","cartoon or illustration; not photorealistic"
"review","business-communication","email.avif","/word-images/business-communication/email.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","memo.avif","/word-images/business-communication/memo.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","report.avif","/word-images/business-communication/report.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","proposal.avif","/word-images/business-communication/proposal.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","invoice.avif","/word-images/business-communication/invoice.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","contract.avif","/word-images/business-communication/contract.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","letter.avif","/word-images/business-communication/letter.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","newsletter.avif","/word-images/business-communication/newsletter.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","press-release.avif","/word-images/business-communication/press-release.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","minutes.avif","/word-images/business-communication/minutes.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","deadline.avif","/word-images/business-communication/deadline.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","milestone.avif","/word-images/business-communication/milestone.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","deliverable.avif","/word-images/business-communication/deliverable.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","stakeholder.avif","/word-images/business-communication/stakeholder.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","benchmark.avif","/word-images/business-communication/benchmark.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","kpi.avif","/word-images/business-communication/kpi.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","roi.avif","/word-images/business-communication/roi.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","strategy.avif","/word-images/business-communication/strategy.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","objective.avif","/word-images/business-communication/objective.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","initiative.avif","/word-images/business-communication/initiative.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","teamwork.avif","/word-images/business-communication/teamwork.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
"review","business-communication","brainstorm.avif","/word-images/business-communication/brainstorm.avif","non-photographic diagram, infographic, illustration, or mixed visual style"
